
1. BUSINESS NETWORK (FTPBD) FTP SERVER
2. CIRCLE NETWORK FTP SERVER
3. SAM ONLINE FTP SERVER
4. COGENT BROADBAND (KHULNAFLIX) FTP SERVER
5. DISCOVERY INTERNET FTP SERVER
6. ONE NET COMMUNICATIONS LIMITED (SHOWTIME) FTP SERVER
7. DIGITAL DOT NET (CTGMOVIES) FTP SERV
8. EXORD ONLINE (E-BOX LIVE) FTP SERVER
9. ICC COMMUNICATION LIMITED FTP SERVER
10. ANTARANGA DOT COM LIMITED (DHAKAMOVIE
11. X-PRESS TECHNOLOGIES LIMITED (NATURALBD)
12. SKYVIEW ONLINE LIMITED (TIMEPASSBD) FTP SERVER
13. CITYCOM NETWORK (CITYCLOUD) FTP SERVER
14. CARNIVAL INTERNET (NAGORDOLA) FTP SERVER
15. TRIANGLE SERVICES LIMITED (ELAACH) FTP SERVER
16. UNIQUE INTERNET FTP SERVER
17. SUN ONLINE (SURZOMAMA) FTP SERVER
18. MOJALOSS FTP SERVER
19. FNFONLINE FTP SERVER
20. DESHNET BROADBAND FTP SERVER
21. INSPIRE BROADBAND (IHUB) FTP SERVER
22. CHITTAGONG ONLINE LIMITED FTP SERVER
23. CLOUDONE INTERNET FTP SERVER
24. LINK TECHNOLOGIES FTP SERVER
25. TAJPATA FTP SERVER
26. KS NETWORK LIMITED (WOW MOVIE ZONE) FTP
27. MAZEDA NETWORK FTP SERVER
28. VISION TECHNOLOGIES LIMITED (SUNPLEX) FTP SERVER
29. FUTURE.NET (MOVIEMELA) FTP SERVER
30. AMARNET SYSTEM (DHAKAFTP) FTP SERVER
31. FREEDOWNLOADBD FTP SERVER
32. DHAKA FIBER NET FTP SERVER
33. MC BROADBAND FTP SERVER
34. PLANET 3 COMMUNICATION (CANDYBD) FTP SERVER
35. MILLENNIUM COMPUTERS &amp; NETWORK FTP S
36. POLLYFLIX &amp; AMRBD FTP SERVER
37. SPEED TECH ONLINE (TIMENAI) FTP SERVER
38. DNETBD FTP SERVER
39. RANGDHANU LIVE FTP SERVER
40. RACE ONLINE LIMITED (MOVIEDOM &amp; MOVIEHAAT) FTP SERVER
41. DOT INTERNET FTP SERVER
42. SKYINFO ONLINE (MOVIEMAJA) FTP SERVER
43. SEBA IT FTP SERVER
44. BOT-TOLA CYBER (FTPMEDIA.NET) NET FTP SERVER
45. CITY ONLINE LIMITED (IBDPLEX) FTP SERVER
46. GLOBAL COMMUNICATION FTP SERVER
47. RADISSON TECHNOLOGIES (FLIXHUB) FTP SERVER
48. EMPOWERING NET (ABCMOVIES) FTP SERVER
49. ZEROONE ONLINE (CTGOZ) FTP SERVER
50. BRISK SYSTEMS INTERNET FTP SERVER 
51. ALPHAMEDIAZONE FTP SERVER
52. ASIAN COMMUNICATION FTP SERVER
53. AFTAB NAGAR ONLINE SERVICE FTP SERVER
54. ASIAN NETWORK FTP SERVER 
55. ALIFANET FTP SERVER 
56. ARAF NET FTP SERVER
57. APPLENET BROADBAND FTP SERVER
58. ACTIVE MULTIMEDIA FTP SERVER
59. AG COMMUNICATION FTP SERVER
60. AMBERIT FTP SERVER
61. A1CYBERLINK FTP SERVER
62. ARISHA NET FTP SERVER
63. ACHIEVER BROADBAND INTERNET FTP SERVER
64. AVABD NETWORK FTP SERVER
65. APPLELINK INTERNET FTP SERVER
66. AUTOMATION SYSTEM INTERNET FTP SERVER
67. ALIBABA NETWORK FTP SERVER 
68. AKKADUKKA FTP SERVER
69. ABN INTERNET FTP SERVER
70. ASB LINK INTERNET FTP SERVER
71. ASMA BROADBAND NETWORK FTP SERVER
72. ADDA NETWORK FTP SERVER
73. AKNETWORKS FTP SERVER
74. AMADER NET ADD COMMUNICATION FTP SERVER
75. ACTIVE NETWORK FTP SERVER
76. BOSSBD FTP SERVER
77. BDLAN FTP SERVER
78. BIT NET BROADBAND FTP SERVER
80. BOLMOVIES FTP SERVER
81. BARNALINET FTP SERVER
83. BONSAIHD FTP SERVER
84. BAS NETWORK FTP SERVER
85. 
                                        BAIZID ONLINE FTP SERVER
86. BOGRA ONLINE FTP SERVER
87. BEEFLIX FTP SERVER
88. BM NETWORK FTP SERVER
89. BONDHUIT NET FTP SERVER
90. BMIT FTP SERVER
91. BHUIYAN TELECOM FTP SERVER
92. BDPLEX FTP SERVER
93. BUSINESS ZONE LIMITED FTP SERVER
94. BDFLIX LIVE FTP SERVER
95. BHALUKA BROADBAND INTERNET FTP SERVER 
96. BINIMOY NET FTP SERVER
97. BEACONLINK FTP SERVER
98. BDM INTERNET FTP SERVER
99. CHITTAGONG MULTI CHANNEL LIMITED FTP SERVER
100. SK TRADERS (CINEMABAZER) FTP SERVER
101. CINEBIOSCOPE FTP SERVER
102. CYBER NET FTP SERVER
103. CNETWORK FTP SERVER
104. CYBERNEST NETWORK FTP SERVER
105. CUECLUB TECHNOLOGY FTP SERVER
106. CRAZYNET FTP SERVER
107. CITYNET FTP SERVER
108. CITYNET INTERNET FTP SERVER
109. CTGTEL FTP SERVER
110. C&amp;C COMMUNICATION FTP SERVER
111. CLICK ONLINE FTP SERVER
112. CYBER NET COMMUNICATIONS FTP SERVER
113. CHOMOK CABLE NETWORK FTP SERVER
114. CREATIVAIT NET FTP SERVER
115. CHOCOLATE BROADBAND FTP SERVER
116. CYGNUS.NET FTP SERVER
117. CRESCENT NETWORK SERVICE FTP SERVER
118. DAULATPUR ONLINE (KHULNAPLEX) FTP SERVER
119. DREAMNET FTP SERVER
120. DESHONLINEBD FTP SERVER
121. DHAKA DOWNLOAD FTP SERVER
122. DIGITAL COMMUNCATION FTP SERVER
123. XPLORE CYBER &amp; NET (DHAKA MOVIE ZONE) FTP SERVER
124. DIGINET INTERNET FTP SERVER
125. DIT NET FTP SERVER
127. DOLY IT CORNER FTP SERVER
128. DURANTO BROADBAND NETWORK FTP SERVER 
129. DIDAR IT FTP SERVER
130. DEKHO FTP SERVER
131. DL NETWORK SERVICES FTP SERVER
132. EVOLUTION FTP SERVER 
133. EASYIT FTP SERVER 
134. EXPLORE ONLINE FTP SERVER
135. EMPOWERING NET FTP SERVER
136. ECTLINK FTP SERVER
137. ENJOY NETWORK FTP SERVER
138. EKUSHE NET FTP SERVER
139. EARTH ZONE INTERNET FTP SERVER
140. EXTREME NET FTP SERVER
141. E-VILLAGE INTERNET FTP SERVER 
142. REIGN ICT (FUNTIMEBD) FTP SERVER
143. FASTWAY FTP SERVER 
144. FURIOUS INTERNET FTP SERVER
145. FASTNET BD FTP SERVER
146. FUTURENET FTP SERVER
147. FLASHNET FTP SERVER
